-----------------------------------------------------------------------------------------------------------------------------------------
 Module info :
-----------------------------------------------------------------------------------------------------------------------------------------
 Base       | Top        | Size       | Rebase | SafeSEH | ASLR  | NXCompat | OS Dll | Version, Modulename & Path
-----------------------------------------------------------------------------------------------------------------------------------------
 0x10470000 | 0x104a1000 | 0x00031000 | False  | True    | False |  False   | False  | -1.0- [test.exe] (C:\Users\Jay\Desktop\test.exe)
 0x74f50000 | 0x75134000 | 0x001e4000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNELBASE.dll] (C:\WINDOWS\System32\KERNELBASE.dll)
 0x77a30000 | 0x77a74000 | 0x00044000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [sechost.dll] (C:\WINDOWS\System32\sechost.dll)
 0x72ee0000 | 0x72f36000 | 0x00056000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [mswsock.dll] (C:\WINDOWS\system32\mswsock.dll)
 0x75bc0000 | 0x75ca0000 | 0x000e0000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNEL32.DLL] (C:\WINDOWS\System32\KERNEL32.DLL)
 0x773a0000 | 0x7745f000 | 0x000bf000 | True   | True    | True  |  False   | True   | 7.0.17134.1 [msvcrt.dll] (C:\WINDOWS\System32\msvcrt.dll)
 0x744d0000 | 0x744da000 | 0x0000a000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [CRYPTBASE.dll] (C:\WINDOWS\System32\CRYPTBASE.dll)
 0x744e0000 | 0x74500000 | 0x00020000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [SspiCli.dll] (C:\WINDOWS\System32\SspiCli.dll)
 0x77c20000 | 0x77db0000 | 0x00190000 | True   | True    | True  |  False   | True   | 10.0.17134.228 [ntdll.dll] (C:\WINDOWS\SYSTEM32\ntdll.dll)
 0x74550000 | 0x745c8000 | 0x00078000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [ADVAPI32.dll] (C:\WINDOWS\System32\ADVAPI32.dll)
 0x75de0000 | 0x75ea0000 | 0x000c0000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [RPCRT4.dll] (C:\WINDOWS\System32\RPCRT4.dll)
 0x75d10000 | 0x75d77000 | 0x00067000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [WS2_32.dll] (C:\WINDOWS\System32\WS2_32.dll)
 0x77650000 | 0x776a8000 | 0x00058000 | True   | True    | True  |  False   | True   | 10.0.17134.345 [bcryptPrimitives.dll] (C:\WINDOWS\System32\bcryptPrimitives.dll)
-----------------------------------------------------------------------------------------------------------------------------------------
Interesting gadgets
-------------------
0x1047601a :  # POP EDI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10488d87 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10471a51 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048ba52 :  # ADD EAX,5DE58B5E # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489f0e :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ba56 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a466 :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10477a6c :  # TEST DWORD PTR DS:[EAX+F6FFFFF7],ECX # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10477a70 :  # PUSH ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10489a74 :  # MOV EAX,DWORD PTR SS:[ESP+C] # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a469 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a78 :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a79 :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047fa7a :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479a7b :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a80 :  # INC EDI # ADD ECX,DWORD PTR DS:[EBX+5E0C2444] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473a81 :  # TEST DWORD PTR DS:[ESI+F6000001],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a82 :  # MOV EAX,DWORD PTR SS:[ESP+C] # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473a85 :  # ADD DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a86 :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a87 :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479a8d :  # NEG EAX # DEC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479a8f :  # DEC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479a90 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a91 :  # ADD ECX,DWORD PTR DS:[EDX+47880246] # ADD CL,BYTE PTR DS:[EBX+5E0C2444] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a96 :  # INC EDI # ADD CL,BYTE PTR DS:[EBX+5E0C2444] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a97 :  # ADD CL,BYTE PTR DS:[EBX+5E0C2444] # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10477a98 :  # LEA ESI,DWORD PTR DS:[EDI+ESI*8-1] # PUSH EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10477a9c :  # PUSH EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489a9d :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047baa3 :  # MOV EAX,ECX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047baa5 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479aa6 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489ab2 :  # MOV EAX,DWORD PTR SS:[ESP+C] # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489ab6 :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489ab7 :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479ad7 :  # POP ECX # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479ad8 :  # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479ada :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479adb :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dadd :  # XOR EAX,DWORD PTR DS:[ESI+8B59FFFF] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a47c :  # ADD ESP,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488f27 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476f28 :  # MOV EAX,DWORD PTR SS:[EBP+18] # MOV DWORD PTR DS:[ESI],EAX # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048baf5 :  # ADD CL,BYTE PTR DS:[EBX+E58B5EC1] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479af9 :  # ADD EAX,5D40C033 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479afa :  # XOR EAX,EAX # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bafb :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479afc :  # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479afd :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479aff :  # XOR EAX,EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479b01 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488f2b :  # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10486f2c :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10479b0e :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483b19 :  # POP EBP # RETN 0x04    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047db39 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d48a :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb53 :  # MOV EBP,89FFFFF5 # PUSH ES # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb57 :  # MOV DWORD PTR DS:[ESI],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb58 :  # PUSH ES # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb59 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb5a :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047db5d :  # MOV EAX,DWORD PTR DS:[EAX+90] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487b5f :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047db62 :  # ADD BL,AL # MOV EAX,DWORD PTR DS:[1049D1E0] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047db64 :  # MOV EAX,DWORD PTR DS:[1049D1E0] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047db71 :  # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb77 :  # XOR ESI,ESI # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bb79 :  # MOV EAX,ESI # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487b7a :  # ADD ESP,18 # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048bb7b :  # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487b7d :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10489b8a :  # LEA EBX,DWORD PTR DS:[EBX] # POP EAX # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489b90 :  # POP EAX # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489b91 :  # POP ESI # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489b92 :  # POP EDI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478499 :  # PUSH ES # POP EBX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047db9e :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bbaf :  # XOR ESI,ESI # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bbb1 :  # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bbb3 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bbb4 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488f4d :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbd1 :  # ADD ESP,8 # POP EBP # MOV EAX,DWORD PTR SS:[ESP+8] # MOV EDX,DWORD PTR SS:[ESP+10] # MOV DWORD PTR DS:[EDX],EAX # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbd4 :  # POP EBP # MOV EAX,DWORD PTR SS:[ESP+8] # MOV EDX,DWORD PTR SS:[ESP+10] # MOV DWORD PTR DS:[EDX],EAX # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbd5 :  # MOV EAX,DWORD PTR SS:[ESP+8] # MOV EDX,DWORD PTR SS:[ESP+10] # MOV DWORD PTR DS:[EDX],EAX # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbd9 :  # MOV EDX,DWORD PTR SS:[ESP+10] # MOV DWORD PTR DS:[EDX],EAX # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbdd :  # MOV DWORD PTR DS:[EDX],EAX # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbde :  # ADD BH,BYTE PTR DS:[EAX+3] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dbdf :  # MOV EAX,3 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487be6 :  # SUB EAX,3C0940F # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10486f51 :  # MOV EAX,DWORD PTR DS:[EDI+8] # ADD EAX,EAX # OR EAX,ESI # MOV DWORD PTR DS:[EDI+8],EAX # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475bea :  # POP ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bbed :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473bee :  # AND ESI,ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483bf4 :  # POP EBP # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c0a :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c14 :  # XOR EAX,EAX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c16 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10479c1b :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c2d :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c2f :  # XOR EAX,EAX # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c31 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048bc33 :  # XOR EAX,EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bc36 :  # XOR EAX,EAX # INC EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bc38 :  # INC EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c41 :  # POP EDI # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10483c42 :  # MOV EAX,ESI # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10483c44 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10483c45 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c51 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047dc57 :  # MOV ECX,DWORD PTR SS:[ESP+4] # MOV DWORD PTR FS:[0],ECX # ADD ESP,18 # POP EDI # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc5b :  # MOV DWORD PTR FS:[0],ECX # ADD ESP,18 # POP EDI # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc5d :  # OR EAX,0 # ADD ESP,18 # POP EDI # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc62 :  # ADD ESP,18 # POP EDI # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc65 :  # POP EDI # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc66 :  # POP ESI # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc67 :  # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c6e :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10473c71 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c77 :  # ADC EAX,<&KERNEL32.SetUnhandledExceptionFilter> # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048bc7b :  # POP ECX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c7c :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10475c85 :  # ADC EAX,<&KERNEL32.Sleep> # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc86 :  # MOV EAX,1 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c8a :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bc8c :  # AND EAX,3F # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bc90 :  # XOR EAX,EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c94 :  # SUB CL,BYTE PTR DS:[EBX+5D5E0845] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c95 :  # MOV EAX,DWORD PTR SS:[EBP+8] # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c98 :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c99 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c9a :  # ADC EAX,<&KERNEL32.TerminateProcess> # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bc9d :  # MOV EDI,E58BFC45 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475c9f :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bca2 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcaa :  # PUSH ECX # PUSH EAX # POP EAX # POP ECX # POP EBP # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcab :  # PUSH EAX # POP EAX # POP ECX # POP EBP # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcac :  # POP EAX # POP ECX # POP EBP # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcad :  # POP ECX # POP EBP # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcae :  # POP EBP # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcaf :  # POP ECX # POP EBX # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475cb0 :  # ADC EAX,<&KERNEL32.UnhandledExceptionFilter> # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb1 :  # MOV EDX,DWORD PTR DS:[EAX] # MOV EAX,DWORD PTR DS:[EDX-8] # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb3 :  # MOV EAX,DWORD PTR DS:[EDX-8] # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb4 :  # INC EDX # CLC # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475cb5 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb6 :  # MOV EDX,DWORD PTR DS:[EDX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb7 :  # PUSH EDX # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb8 :  # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cb9 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487cc3 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cc4 :  # MOV EAX,DWORD PTR DS:[EAX] # MOV EAX,DWORD PTR DS:[EAX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cc6 :  # MOV EAX,DWORD PTR DS:[EAX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cc7 :  # INC EAX # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cc8 :  # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cc9 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bccc :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bccd :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475ccf :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475cd3 :  # MOV EAX,1049E7 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dcd4 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cd7 :  # MOV EAX,DWORD PTR DS:[EAX-4] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cd8 :  # INC EAX # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cd9 :  # CLD # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473cda :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10475ce0 :  # ADD DH,BL # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bce4 :  # ADD ESP,14 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483ce5 :  # ADD AL,BYTE PTR DS:[EBX+EF7214F8] # XOR EAX,EAX # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bce7 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483ceb :  # XOR EAX,EAX # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483ced :  # INC EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483cee :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483cf0 :  # XOR EAX,EAX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483cf2 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479cf4 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479cfb :  # ADD EAX,64 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10477cfd :  # ADD BH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bcff :  # ADD ESP,14 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bd02 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10487f82 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10489d10 :  # ADD CL,BYTE PTR DS:[EBX+C95FFCC7] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479d11 :  # ADD EAX,60 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479d13 :  # PUSHAD # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473d1b :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10473d22 :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1048bd25 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bd29 :  # ADD ESP,14 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bd2c :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10479d2f :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048bd30 :  # MOV EDI,E58BFC45 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dd32 :  # OR EAX,FFFFFFFF # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dd35 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dd43 :  # ADC EAX,<&KERNEL32.HeapSize> # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dd48 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10473d4c :  # POP EDI # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10473d4d :  # POP ESI # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10473d4e :  # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10477d51 :  # ADD EAX,FFFB16E9 # PUSH ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047bd53 :  # ADD ESP,14 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047bd56 :  # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
